session_id,input_sequence,next_field,input_sequence_ids,next_field_id
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number,income,"[10, 7, 18, 12, 8, 15, 9, 26, 14]",16
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number | income,profession,"[10, 7, 18, 12, 8, 15, 9, 26, 14, 16]",25
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number | income | profession,assets,"[10, 7, 18, 12, 8, 15, 9, 26, 14, 16, 25]",0
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number | income | profession | assets,us_person_status,"[10, 7, 18, 12, 8, 15, 9, 26, 14, 16, 25, 0]",32
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number | income | profession | assets | us_person_status,politically_exposed_person_status,"[10, 7, 18, 12, 8, 15, 9, 26, 14, 16, 25, 0, 32]",24
SESSION-01E520F0,full_name | date_of_birth | mobile_phone_number | home_address | email_address | identification_document_type | face_match_verification | selfie_liveness_check | identification_document_number | income | profession | assets | us_person_status | politically_exposed_person_status,terms_and_conditions_acceptance,"[10, 7, 18, 12, 8, 15, 9, 26, 14, 16, 25, 0, 32, 24]",31
SESSION-020DF1F1,subscriber_type,date_of_birth,[30],7
SESSION-020DF1F1,subscriber_type | date_of_birth,full_name,"[30, 7]",10
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name,gender,"[30, 7, 10]",11
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender,identification_document,"[30, 7, 10, 11]",13
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document,email_address,"[30, 7, 10, 11, 13]",8
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address,contact_phone_number,"[30, 7, 10, 11, 13, 8]",5
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number,physical_address,"[30, 7, 10, 11, 13, 8, 5]",23
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address,paperless_billing_preference,"[30, 7, 10, 11, 13, 8, 5, 23]",20
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference,streaming_addons_selection,"[30, 7, 10, 11, 13, 8, 5, 23, 20]",28
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference | streaming_addons_selection,service_type,"[30, 7, 10, 11, 13, 8, 5, 23, 20, 28]",27
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference | streaming_addons_selection | service_type,internet_service_selection,"[30, 7, 10, 11, 13, 8, 5, 23, 20, 28, 27]",17
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference | streaming_addons_selection | service_type | internet_service_selection,contract_type,"[30, 7, 10, 11, 13, 8, 5, 23, 20, 28, 27, 17]",6
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference | streaming_addons_selection | service_type | internet_service_selection | contract_type,payment_method,"[30, 7, 10, 11, 13, 8, 5, 23, 20, 28, 27, 17, 6]",21
SESSION-020DF1F1,subscriber_type | date_of_birth | full_name | gender | identification_document | email_address | contact_phone_number | physical_address | paperless_billing_preference | streaming_addons_selection | service_type | internet_service_selection | contract_type | payment_method,subscriber_number,"[30, 7, 10, 11, 13, 8, 5, 23, 20, 28, 27, 17, 6, 21]",29
SESSION-02138605,identification_document,email_address,[13],8
SESSION-02138605,identification_document | email_address,contact_phone_number,"[13, 8]",5
SESSION-02138605,identification_document | email_address | contact_phone_number,subscriber_type,"[13, 8, 5]",30
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type,date_of_birth,"[13, 8, 5, 30]",7
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth,full_name,"[13, 8, 5, 30, 7]",10
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name,gender,"[13, 8, 5, 30, 7, 10]",11
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender,physical_address,"[13, 8, 5, 30, 7, 10, 11]",23
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address,payment_method,"[13, 8, 5, 30, 7, 10, 11, 23]",21
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method,contract_type,"[13, 8, 5, 30, 7, 10, 11, 23, 21]",6
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method | contract_type,service_type,"[13, 8, 5, 30, 7, 10, 11, 23, 21, 6]",27
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method | contract_type | service_type,streaming_addons_selection,"[13, 8, 5, 30, 7, 10, 11, 23, 21, 6, 27]",28
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method | contract_type | service_type | streaming_addons_selection,internet_service_selection,"[13, 8, 5, 30, 7, 10, 11, 23, 21, 6, 27, 28]",17
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method | contract_type | service_type | streaming_addons_selection | internet_service_selection,paperless_billing_preference,"[13, 8, 5, 30, 7, 10, 11, 23, 21, 6, 27, 28, 17]",20
SESSION-02138605,identification_document | email_address | contact_phone_number | subscriber_type | date_of_birth | full_name | gender | physical_address | payment_method | contract_type | service_type | streaming_addons_selection | internet_service_selection | paperless_billing_preference,subscriber_number,"[13, 8, 5, 30, 7, 10, 11, 23, 21, 6, 27, 28, 17, 20]",29
SESSION-024439A0,home_address,full_name,[12],10
SESSION-024439A0,home_address | full_name,mobile_phone_number,"[12, 10]",18
SESSION-024439A0,home_address | full_name | mobile_phone_number,email_address,"[12, 10, 18]",8
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address,date_of_birth,"[12, 10, 18, 8]",7
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth,identification_document_number,"[12, 10, 18, 8, 7]",14
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number,full_name,"[12, 10, 18, 8, 7, 14]",10
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name,selfie_liveness_check,"[12, 10, 18, 8, 7, 14, 10]",26
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check,identification_document_type,"[12, 10, 18, 8, 7, 14, 10, 26]",15
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type,face_match_verification,"[12, 10, 18, 8, 7, 14, 10, 26, 15]",9
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification,income,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9]",16
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income,full_name,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16]",10
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name,profession,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10]",25
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name | profession,selfie_liveness_check,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10, 25]",26
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name | profession | selfie_liveness_check,politically_exposed_person_status,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10, 25, 26]",24
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name | profession | selfie_liveness_check | politically_exposed_person_status,us_person_status,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10, 25, 26, 24]",32
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name | profession | selfie_liveness_check | politically_exposed_person_status | us_person_status,business_relationship_purpose,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10, 25, 26, 24, 32]",3
SESSION-024439A0,home_address | full_name | mobile_phone_number | email_address | date_of_birth | identification_document_number | full_name | selfie_liveness_check | identification_document_type | face_match_verification | income | full_name | profession | selfie_liveness_check | politically_exposed_person_status | us_person_status | business_relationship_purpose,business_relationship_nature,"[12, 10, 18, 8, 7, 14, 10, 26, 15, 9, 16, 10, 25, 26, 24, 32, 3]",2
